6.634585605007615738e-01,6.912761867688557160e-01,3.515479081591483812e-01,6.586288890041880340e-02,3.892902600905808752e-01,3.468377069668023838e-01,9.191394135578472291e-01,7.174209987929798249e-01,6.790829573357943794e-01,2.044410487036896207e-01
5.914569078379706690e-01,7.133866217835167500e-01,7.277820812176988285e-01,4.403139509796972773e-01,6.193360942549906989e-01,3.182141396040003567e-01,1.159862860043839872e-01,4.945021860181042506e-01,3.713217864702520465e-01,7.433270963624593053e-01
1.467223194253491902e-01,8.952887950502398384e-01,1.000733278733823006e-02,2.816057493486263663e-01,4.182443404019536848e-01,5.747895160272623594e-01,3.099453631078827875e-01,6.741141536075395679e-01,8.936505824963011380e-01,5.662978085583084686e-01
5.974461638174899392e-01,9.771496691550548563e-01,1.542331225486393009e-02,7.594478944029670053e-01,3.469570563102454264e-01,4.841799487211618791e-01,9.274007198998739376e-01,2.106360919610561488e-02,2.306204699851243101e-01,8.161301316773417192e-02
5.007619760637888051e-01,1.080456700085895561e-01,5.647077837567778813e-01,3.314284654471664204e-01,5.465785243080389932e-03,6.403863603067661003e-01,9.250685096926756223e-01,4.146107357241197722e-01,1.627016369466034451e-01,3.055682465945286364e-02
3.599380251684377585e-01,4.977123101513940551e-01,6.677340942465966878e-01,9.731380058333577443e-01,4.515639807104537828e-01,5.775908047411314472e-01,5.176455207383615642e-01,6.873515203649432914e-01,8.304340698972778601e-02,1.928104007121265173e-01
4.412207518205258916e-01,7.113652357465934939e-01,7.783114752391828706e-01,4.088033685101369885e-01,5.894087384609882907e-01,7.199025806268620764e-01,7.959773739944164817e-02,1.530590612861231214e-01,6.783440983796421575e-01,1.512258601357959753e-01
7.830438010795965909e-01,4.901964479054891077e-01,8.821027007733106551e-01,3.609386672978693866e-01,4.954557489671778114e-01,5.466549144407095717e-01,5.221764578965375492e-01,7.450568261402638059e-01,1.882510572347266820e-01,2.597051700430200727e-01
4.854785436296988888e-01,5.050140781405656476e-01,5.277249263602601381e-02,1.335335349297762653e-01,7.564064488260332508e-01,8.148647912604826127e-01,3.338226963174052431e-01,6.712680077338366580e-01,9.179355918142897419e-01,3.080274987407446430e-01
6.994382424897576112e-01,5.766298948130589297e-01,1.279169940147261153e-01,7.725487755685959135e-01,3.403389322394123617e-02,6.787553114310829194e-02,1.653101905372339475e-01,5.228518071928882627e-01,3.300243692459895462e-01,1.451823817217854362e-01
3.837086694983060653e-02,7.214145167820952276e-01,3.965448641508244609e-01,8.829305791459225450e-01,7.733016157570071769e-02,8.301625035352204751e-01,6.694804281629018750e-02,8.924741423605260238e-01,5.242340158258634863e-01,9.969257033116093458e-01
1.399223290053274171e-01,5.435836699573592945e-03,9.368879543197637938e-01,1.895953361487323630e-02,6.958320550617544953e-01,2.782190339114789523e-01,7.306016159688745182e-01,5.442342998613769467e-02,5.643882147355679946e-01,1.185287874796436824e-04
9.549827738578026137e-01,4.874700670454903406e-01,7.531403066720692152e-01,3.565322083443094314e-01,5.616383770034280021e-01,9.791481340318706206e-01,6.845951843450035490e-01,3.759039524489247164e-01,7.266585041991747707e-01,8.404026517802738461e-01
5.999498378028442769e-01,6.441351596591450290e-01,4.181913186276369210e-01,9.905924870995531650e-01,6.612200063021256291e-01,1.312290154224439176e-01,8.819786805321472301e-03,2.056240294661035861e-01,7.428971509516302252e-01,7.778567028276691664e-01
8.157307851126900378e-01,1.829677488827985421e-01,6.275134664103588777e-01,6.301782433732593391e-01,5.536048177974236539e-01,8.271881981315597487e-01,4.479826848558786656e-01,1.272592344960724597e-01,4.328578552267339230e-01,9.251926064568058994e-01
8.425565493328660560e-01,5.314052235795796442e-02,5.455176822760787747e-02,4.230511666446868935e-01,3.249382403575798994e-01,6.801519218167855207e-01,9.833497161105767548e-01,2.712455794027394118e-01,5.347997823996406552e-01,9.124129443504972459e-01
3.630047753712309921e-01,2.609025147771587561e-01,6.921006881521922782e-01,7.835019480795863966e-01,9.636594696089402223e-01,6.915639100939268147e-01,9.286060911991970146e-01,1.587620914895696567e-01,6.253005275988000600e-01,8.917875782294176767e-01
4.565183101396375065e-01,6.236497039045587609e-01,6.642046562865320247e-01,1.760993923614859735e-01,1.110558504236125454e-02,8.515085111365342518e-01,6.772257591889836448e-01,5.261456740349301775e-01,3.836395349554513334e-01,9.656411418643481293e-01
1.438849739973181441e-01,3.968284953074604493e-01,4.044099074181012332e-01,3.492232071832187534e-01,4.185034166511720777e-01,1.370646500701674375e-01,1.645361363137285426e-01,3.418674119187046223e-01,1.706751337485905573e-01,8.121307606352872188e-01
3.321567528125202173e-01,8.839283619604199060e-02,4.503677316665979369e-01,3.390704877797781069e-01,1.271221260309565171e-01,3.200710950840262026e-01,2.423572903404038748e-01,6.712134769677994273e-01,1.595765362612593385e-01,7.767286782879005980e-01
7.779335946522075718e-01,2.526269193156472914e-01,2.852076323069040464e-01,5.254382016157733704e-01,3.135893157998377312e-01,1.185409337343013014e-03,9.213391261675267785e-01,4.653933248351160845e-02,6.207134045437139314e-01,7.654918635990748399e-02
8.942687674212933535e-01,3.287568874726255475e-01,9.729841598120974044e-01,6.391296377410995433e-01,6.957832756682269526e-01,9.363059826216768577e-02,6.786099722793066391e-01,6.732461912606456655e-01,2.736274555573519063e-01,1.760646127647981229e-01
8.851701712203627892e-01,2.723469520238187558e-01,3.185663756994530083e-01,6.408671279444458913e-01,4.261293323858028614e-01,5.307888704690868487e-01,7.111430590151688325e-01,1.151352261546838562e-01,1.622202332975631878e-01,6.200612402134403345e-01
2.108202803144657578e-01,5.468233095746761752e-01,3.780192708479319652e-01,9.252076224204578425e-01,7.552767724523886672e-01,1.075759280685517627e-02,9.765987548414657438e-01,5.019071606455343115e-01,8.030500386730183848e-01,6.893206245926308817e-02
1.526653760643938984e-01,2.932647527110321395e-02,6.309718896511812281e-01,7.541500985755049680e-01,6.209672223245513711e-01,4.955737617852484789e-01,3.272270731775206443e-01,6.069715891073568237e-01,2.401594030879703467e-01,7.519235111877802247e-01
1.790920642732425350e-01,2.465348707553005614e-01,5.907692618461762857e-01,9.651666051356774245e-01,4.030441262618666975e-02,9.002276002663657239e-01,1.360156269361008086e-01,8.342879742265436604e-01,7.537792059063760375e-01,8.826224814116478967e-01
3.500969319733830964e-01,3.368044874942266453e-01,5.804662957779170851e-01,4.154885148431013420e-01,2.172905000107208107e-01,1.951763419720785597e-01,9.687689641675626406e-01,7.448528103579740156e-01,7.103725988981870465e-01,1.248106344116165500e-01
9.572988873569691082e-01,1.201674934380109194e-01,8.788220414217773335e-02,8.200140775087791933e-01,4.518912205888664380e-01,8.588692929440457924e-01,8.912072160986818092e-01,7.798312568954144375e-01,1.506989589652696360e-01,6.409263147992573240e-01
4.762427548591585680e-01,1.686591488123878602e-01,9.474596959881103064e-01,3.547224554200224533e-01,2.479499396104488662e-01,2.484904419615384663e-01,9.071384236585677829e-01,7.147603462791807249e-01,3.014163024889842113e-01,5.997011400541155668e-01
4.990132052900951853e-01,5.051633012891327823e-01,3.328543434497666098e-01,1.551523503221906575e-01,1.821128809694021466e-01,7.412337114117237835e-01,3.726234183073617867e-02,1.820093516298999514e-01,2.228755836741989071e-01,7.883252667323267238e-01
1.225384342993539599e-01,6.813297335843588876e-01,3.157501521782225540e-01,4.481143833712419866e-01,8.448267625059728836e-01,6.362069766555181749e-01,5.676033221698877362e-01,1.744639176051503426e-01,3.513959592910874674e-01,2.529924932867722021e-01
8.200437927902303192e-01,9.432108707032182959e-02,7.104737524508207835e-01,8.598400787777188414e-01,1.868127193993962543e-01,1.619885114751085098e-01,6.524816103985028315e-01,3.814486630723350480e-01,3.310120509727438876e-01,9.343477915216265028e-01
6.402523702684215223e-02,9.467843756610235806e-01,9.394785508875407309e-01,8.708247211558678424e-01,7.859715258282754524e-01,5.833259937015576879e-01,1.674399533507450188e-01,9.869001329564301983e-01,8.941247822884923480e-01,7.481694863407117868e-02
9.614875802774713875e-01,8.153365011503235227e-01,7.984385940603611065e-02,8.700225930532275997e-01,2.237035150459620869e-02,2.705532856864181213e-01,4.514366846419668455e-01,8.104563490598136744e-01,7.585744889558931892e-01,2.404818798329160234e-01
